candidate_skills,years_experience,education_level,past_job_titles,certifications,expected_salary,candidate_location,job_title,required_skills,min_experience,job_description,budgeted_salary_min,budgeted_salary_max,job_location,is_fit
"Kubernetes, Pandas, Python",1,High School,"Data Scientist, Software Developer","DataCamp DS, Google ML Certificate",73913,Seattle,Software Developer,"React, Pandas, Node.js, Deep Learning, Python",0,Looking for a motivated individual with strong technical and problem-solving skills.,79990,155122,Remote,0
"TensorFlow, Deep Learning, NLP",3,High School,"ML Engineer, Data Scientist","Coursera NLP, None",83864,Remote,AI Researcher,"Kubernetes, Pandas, Node.js, SQL, Java",3,Looking for a motivated individual with strong technical and problem-solving skills.,89762,112753,New York,0
"Pandas, Node.js, AWS, React, Docker, Machine Learning",9,PhD,Software Developer,"None, Coursera NLP",148008,Austin,AI Researcher,"SQL, Java, NLP, AWS, Pandas",8,Looking for a motivated individual with strong technical and problem-solving skills.,74852,136992,New York,0
"TensorFlow, Data Analysis, Deep Learning",11,Master's,"ML Engineer, Backend Engineer",DataCamp DS,93478,Austin,Backend Engineer,"Kubernetes, Machine Learning, AWS",4,Looking for a motivated individual with strong technical and problem-solving skills.,94307,133436,New York,0
"Kubernetes, Machine Learning, AWS, Data Analysis",4,High School,Software Developer,DataCamp DS,117991,Austin,Data Scientist,"Python, Machine Learning, Node.js, SQL, Pandas",4,Looking for a motivated individual with strong technical and problem-solving skills.,97155,135655,New York,0
"Docker, Data Analysis, NLP",6,High School,"Backend Engineer, Data Scientist",None,96597,Remote,AI Researcher,"TensorFlow, Node.js, NLP",2,Looking for a motivated individual with strong technical and problem-solving skills.,63219,124441,Austin,0
"Kubernetes, Data Analysis, Java, TensorFlow, AWS, Python",7,Master's,Backend Engineer,"None, Coursera NLP",72875,Remote,Data Scientist,"NLP, Machine Learning, TensorFlow, Python",10,Looking for a motivated individual with strong technical and problem-solving skills.,92988,114797,San Francisco,0
"TensorFlow, Machine Learning, NLP, SQL",6,High School,"Data Scientist, AI Researcher","Coursera NLP, Google ML Certificate",120322,New York,AI Researcher,"SQL, Java, Deep Learning, AWS, Python",3,Looking for a motivated individual with strong technical and problem-solving skills.,74991,106850,Seattle,0
"SQL, React, AWS, Python",8,Master's,Backend Engineer,DataCamp DS,83529,San Francisco,AI Researcher,"Java, Pandas, React, Docker, SQL",8,Looking for a motivated individual with strong technical and problem-solving skills.,67235,108237,New York,0
"Java, Node.js, Docker",9,PhD,ML Engineer,Coursera NLP,91764,San Francisco,Software Developer,"Java, Python, AWS, Machine Learning, NLP",6,Looking for a motivated individual with strong technical and problem-solving skills.,79118,124270,Remote,0
"Machine Learning, Node.js, SQL, Kubernetes, NLP",1,High School,"Backend Engineer, Software Developer",Coursera NLP,123215,San Francisco,Data Scientist,"Node.js, AWS, React, Docker",10,Looking for a motivated individual with strong technical and problem-solving skills.,75924,134342,Remote,0
"TensorFlow, Machine Learning, Kubernetes, React, Node.js",3,Master's,"Data Scientist, Backend Engineer","DataCamp DS, None",114521,Austin,ML Engineer,"Kubernetes, Data Analysis, Machine Learning",4,Looking for a motivated individual with strong technical and problem-solving skills.,73050,156400,Austin,0
"Kubernetes, Java, Data Analysis, Deep Learning, Machine Learning",0,High School,"Data Scientist, Software Developer",Coursera NLP,50158,Austin,Software Developer,"Python, Node.js, SQL",0,Looking for a motivated individual with strong technical and problem-solving skills.,67723,123335,Remote,0
"SQL, AWS, React, Node.js, Java",0,Bachelor's,AI Researcher,"Coursera NLP, None",99241,New York,Software Developer,"Python, Pandas, React, Java, NLP",2,Looking for a motivated individual with strong technical and problem-solving skills.,78385,128644,Austin,0
"NLP, Java, Machine Learning, TensorFlow",5,High School,"Backend Engineer, ML Engineer","None, Coursera NLP",70798,Austin,ML Engineer,"Python, TensorFlow, NLP, AWS",3,Looking for a motivated individual with strong technical and problem-solving skills.,64734,148564,New York,0
"Machine Learning, Docker, Python, Pandas",10,PhD,"AI Researcher, ML Engineer","None, AWS Certified",86647,Seattle,Software Developer,"AWS, Kubernetes, NLP, Python",7,Looking for a motivated individual with strong technical and problem-solving skills.,64924,150484,San Francisco,0
"Machine Learning, Docker, Deep Learning, AWS, Data Analysis",10,Bachelor's,"Data Scientist, Software Developer",DataCamp DS,80799,Seattle,Backend Engineer,"Java, Docker, React",9,Looking for a motivated individual with strong technical and problem-solving skills.,91867,138881,Remote,0
"React, Java, Pandas",2,High School,Backend Engineer,Coursera NLP,55488,Seattle,Data Scientist,"Python, Machine Learning, SQL",6,Looking for a motivated individual with strong technical and problem-solving skills.,90751,134864,Seattle,0
"NLP, Docker, React, Machine Learning, TensorFlow, Node.js",6,High School,Backend Engineer,"Google ML Certificate, Coursera NLP",121541,New York,ML Engineer,"NLP, Deep Learning, Java, Python",6,Looking for a motivated individual with strong technical and problem-solving skills.,63999,112909,Remote,0
"Java, Python, Deep Learning, Node.js, AWS, Kubernetes",6,Bachelor's,"Backend Engineer, ML Engineer",DataCamp DS,105638,Remote,AI Researcher,"React, SQL, Kubernetes, Python, Pandas",5,Looking for a motivated individual with strong technical and problem-solving skills.,90006,139570,San Francisco,0
"AWS, Kubernetes, SQL, TensorFlow, Deep Learning",3,High School,"ML Engineer, AI Researcher","AWS Certified, DataCamp DS",149561,New York,Backend Engineer,"Pandas, Deep Learning, Kubernetes, TensorFlow, NLP",8,Looking for a motivated individual with strong technical and problem-solving skills.,95950,149515,Remote,0
"Machine Learning, Deep Learning, SQL, Pandas, React, AWS",10,Master's,Backend Engineer,AWS Certified,129678,San Francisco,AI Researcher,"Pandas, Kubernetes, Machine Learning, React",7,Looking for a motivated individual with strong technical and problem-solving skills.,63639,125732,New York,0
"Node.js, Java, SQL, Deep Learning",12,Bachelor's,Software Developer,Google ML Certificate,104366,San Francisco,Software Developer,"Pandas, React, AWS",6,Looking for a motivated individual with strong technical and problem-solving skills.,80331,157642,Remote,0
"Kubernetes, SQL, Pandas, Python, Deep Learning",12,Master's,AI Researcher,"Coursera NLP, AWS Certified",143936,Remote,Backend Engineer,"Data Analysis, AWS, React",4,Looking for a motivated individual with strong technical and problem-solving skills.,84181,106888,Seattle,0
"Node.js, Deep Learning, Data Analysis, Machine Learning, Python, NLP",7,Bachelor's,Software Developer,"None, Coursera NLP",69871,Remote,AI Researcher,"Python, Machine Learning, NLP, Docker",10,Looking for a motivated individual with strong technical and problem-solving skills.,64504,159225,New York,0
"Python, Java, AWS",7,High School,"Software Developer, ML Engineer","AWS Certified, None",145456,Austin,Software Developer,"Kubernetes, SQL, AWS, Node.js",6,Looking for a motivated individual with strong technical and problem-solving skills.,97520,124657,Austin,0
"AWS, Java, Machine Learning, TensorFlow, Docker",11,Bachelor's,"AI Researcher, Backend Engineer","Google ML Certificate, None",106324,New York,Software Developer,"Python, React, Deep Learning, Data Analysis, Node.js",9,Looking for a motivated individual with strong technical and problem-solving skills.,66359,148321,New York,0
"AWS, TensorFlow, NLP",1,PhD,Software Developer,Google ML Certificate,100760,San Francisco,Software Developer,"Python, React, Machine Learning, Kubernetes, Pandas",9,Looking for a motivated individual with strong technical and problem-solving skills.,73592,102527,Remote,0
"React, Data Analysis, SQL",11,PhD,"ML Engineer, Software Developer",None,108440,Seattle,Backend Engineer,"Kubernetes, Deep Learning, React, Node.js",3,Looking for a motivated individual with strong technical and problem-solving skills.,82959,129355,Austin,0
"TensorFlow, Node.js, Java, Machine Learning",3,PhD,ML Engineer,"Coursera NLP, AWS Certified",92741,San Francisco,Backend Engineer,"React, Deep Learning, Kubernetes",4,Looking for a motivated individual with strong technical and problem-solving skills.,94359,159823,San Francisco,0
"Python, Data Analysis, Deep Learning, TensorFlow",11,Master's,"Software Developer, AI Researcher","AWS Certified, Coursera NLP",78339,Remote,Data Scientist,"Node.js, AWS, NLP, Deep Learning, Python",3,Looking for a motivated individual with strong technical and problem-solving skills.,92252,159552,Austin,0
"Docker, Java, TensorFlow",9,Bachelor's,"Software Developer, Backend Engineer","Coursera NLP, DataCamp DS",127184,Remote,Data Scientist,"Node.js, Machine Learning, Data Analysis",5,Looking for a motivated individual with strong technical and problem-solving skills.,62220,133915,Austin,0
"React, TensorFlow, NLP, SQL, Machine Learning, Python",7,Master's,Data Scientist,Coursera NLP,137593,San Francisco,ML Engineer,"Data Analysis, Kubernetes, NLP, SQL",4,Looking for a motivated individual with strong technical and problem-solving skills.,89408,132262,Remote,0
"SQL, Node.js, NLP, Deep Learning, TensorFlow, Java",3,Master's,AI Researcher,None,134461,Remote,AI Researcher,"NLP, Kubernetes, Node.js, React",8,Looking for a motivated individual with strong technical and problem-solving skills.,68935,140066,Seattle,0
"Kubernetes, React, Data Analysis, Java, Machine Learning, Docker",4,PhD,"ML Engineer, AI Researcher",Google ML Certificate,50661,San Francisco,Data Scientist,"AWS, Python, Data Analysis, Machine Learning, Pandas",4,Looking for a motivated individual with strong technical and problem-solving skills.,90916,124797,New York,0
"AWS, SQL, Node.js, NLP, Kubernetes",4,Master's,"ML Engineer, Backend Engineer","AWS Certified, None",136302,Remote,Software Developer,"Data Analysis, Python, Docker, TensorFlow",1,Looking for a motivated individual with strong technical and problem-solving skills.,78525,152813,San Francisco,0
"NLP, React, Machine Learning, Python, AWS",12,Master's,"Data Scientist, Backend Engineer","AWS Certified, None",93676,New York,Backend Engineer,"React, Kubernetes, NLP",6,Looking for a motivated individual with strong technical and problem-solving skills.,92082,148459,Austin,0
"React, NLP, SQL",5,PhD,AI Researcher,"Google ML Certificate, AWS Certified",101862,Seattle,ML Engineer,"AWS, Pandas, Kubernetes, Machine Learning, NLP",3,Looking for a motivated individual with strong technical and problem-solving skills.,92387,122847,San Francisco,0
"TensorFlow, AWS, Docker, Pandas, Kubernetes",0,Bachelor's,"ML Engineer, Software Developer",DataCamp DS,122434,Austin,ML Engineer,"TensorFlow, Deep Learning, Pandas, Data Analysis, Machine Learning",10,Looking for a motivated individual with strong technical and problem-solving skills.,64949,136573,San Francisco,0
"Python, Machine Learning, Node.js, NLP, Kubernetes, Docker",2,Master's,ML Engineer,Coursera NLP,97658,Seattle,Software Developer,"SQL, Data Analysis, Pandas",2,Looking for a motivated individual with strong technical and problem-solving skills.,63459,147860,Austin,0
"Node.js, Java, Data Analysis, NLP, Deep Learning, Kubernetes",10,Master's,"Software Developer, AI Researcher","DataCamp DS, Google ML Certificate",87232,New York,ML Engineer,"AWS, Node.js, Java",1,Looking for a motivated individual with strong technical and problem-solving skills.,98445,107659,San Francisco,0
"Python, Machine Learning, React",0,High School,"ML Engineer, Software Developer",AWS Certified,65343,Remote,Backend Engineer,"Kubernetes, Machine Learning, Java",4,Looking for a motivated individual with strong technical and problem-solving skills.,74178,108720,New York,0
"Data Analysis, Kubernetes, Machine Learning, Deep Learning, Python",3,PhD,Backend Engineer,DataCamp DS,115548,Remote,Backend Engineer,"Data Analysis, Pandas, Machine Learning, Kubernetes",4,Looking for a motivated individual with strong technical and problem-solving skills.,61776,154149,Austin,0
"Java, Node.js, TensorFlow, Docker, NLP, SQL",0,Bachelor's,"ML Engineer, Software Developer",Coursera NLP,77465,San Francisco,Software Developer,"Java, TensorFlow, Docker, NLP, Deep Learning",9,Looking for a motivated individual with strong technical and problem-solving skills.,73317,126504,San Francisco,0
"TensorFlow, Java, Machine Learning, NLP, Kubernetes",9,PhD,Data Scientist,"AWS Certified, Coursera NLP",61480,Austin,Data Scientist,"Kubernetes, Deep Learning, Pandas",6,Looking for a motivated individual with strong technical and problem-solving skills.,94973,137295,Remote,0
"Machine Learning, Java, AWS, Kubernetes",8,PhD,"AI Researcher, Backend Engineer",None,50790,Seattle,Data Scientist,"Data Analysis, Java, React",4,Looking for a motivated individual with strong technical and problem-solving skills.,80732,132145,San Francisco,0
"Java, Machine Learning, Kubernetes, SQL, Pandas",9,Bachelor's,Software Developer,"Google ML Certificate, AWS Certified",143688,Seattle,AI Researcher,"Data Analysis, Deep Learning, Pandas",1,Looking for a motivated individual with strong technical and problem-solving skills.,90920,136437,Seattle,0
"NLP, AWS, Docker, React",2,PhD,Software Developer,"Google ML Certificate, AWS Certified",126826,Remote,Backend Engineer,"Pandas, Kubernetes, NLP, Docker, TensorFlow",7,Looking for a motivated individual with strong technical and problem-solving skills.,65215,137410,Seattle,0
"NLP, Deep Learning, Python",9,High School,"Backend Engineer, Data Scientist","Coursera NLP, DataCamp DS",99909,New York,Backend Engineer,"Kubernetes, AWS, SQL, Java, Python",0,Looking for a motivated individual with strong technical and problem-solving skills.,87565,128368,San Francisco,0
"AWS, Data Analysis, Node.js, React",1,High School,Backend Engineer,"AWS Certified, Google ML Certificate",140102,Austin,ML Engineer,"Java, React, Deep Learning",5,Looking for a motivated individual with strong technical and problem-solving skills.,98609,124970,Remote,0
